830,Weekly Forecast,SenderID:,ZZ:F159B,ReceiverID:,ZZ:GUEUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interchange Control Num,Message Release Num,Message Release Date,Message Purpose,Schedule Type,Horizon Start Date,Horizon End Date,Comment Note,Ship To GSDB Code,Ship From GSDB Code,Intermediate Consignee,Part Num,Purchase Order Num,Part Release Status,Dock Code,Line Feed,Reserve Line Feed,Contact Name,Contact Telephone,Fab Auth Qty,Fab Auth Start Date,Fab Auth End Date,Mat Auth Qty,Mat Auth Start Date,Mat Auth End Date,Last Received ASN Num,Last Shipped Qty,Last Shipped Date,Cum Shipped Qty,Cum Start Date,Cum End Date,Forecast Cum Qty,Forecast Net Qty,UOM,Forecast Status,Forecast Date,Flexible Forcast Start Date,Flexible Forcast End Date,Forecast Date Qual'r
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17291-EW020-A,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,4440,240,EA,P,20250811,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17291-EW020-A-CO,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,4560,120,EA,P,20250818,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17291-EW020-A-FI,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,4680,120,EA,P,20250825,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17291-EW020-A-MC,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,4920,240,EA,P,20250901,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17291-EW040,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5040,120,EA,P,20250908,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17291-EW040-FI,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5160,120,EA,P,20250915,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17291-EW040-MC,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5280,120,EA,P,20250922,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17455-EW210,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5400,120,EA,P,20250929,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17455-EW210-CO,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5400,0,EA,P,20251006,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17455-EW210-FI,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5400,0,EA,P,20251013,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,17455-EW210-MC,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5400,0,EA,P,20251020,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,23264-EW050,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5400,0,EA,P,20251027,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,23264-EW050-CO,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5400,0,EA,P,20251103,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,23264-EW050-DR,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5520,120,EA,P,20251110,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,23264-EW050-FI,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5520,0,EA,P,20251117,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,23264-EW050-MC,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5520,0,EA,P,20251124,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,23264-EW110,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5640,120,EA,P,20251201,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,23264-EW110-CO,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5760,120,EA,P,20251208,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,23264-EW110-FI,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5880,120,EA,P,20251215,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,23264-EW110-MC,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5880,0,EA,P,20251222,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,25688-EW010,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,5880,0,EA,P,20251229,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,25688-EW010-CO,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,6000,120,EA,P,20260105,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,25688-EW010-FI,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,6120,120,EA,P,20260112,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,25688-EW010-MC,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,6240,120,EA,P,20260119,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW010,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,6360,120,EA,P,20260126,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW010-DB,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,6480,120,EA,P,20260202,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW010-FI,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,6600,120,EA,P,20260209,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW010-LK,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,6720,120,EA,P,20260216,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW010-MC,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,6840,120,EA,P,20260223,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW020,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,6960,120,EA,P,20260302,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW020-DB,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,7080,120,EA,P,20260309,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW020-FI,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,7200,120,EA,P,20260316,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW020-LK,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,7320,120,EA,P,20260323,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,31111-EW020-MC,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,7440,120,EA,P,20260330,,,W
25370,940-3,20250421,5,Ship,20250101,20260426, ,GK0VH,GUEUB,,33111-EW011,SGWCKR,,,,,CHU,4604201,1800,20250101,20250511,3000,20250101,20250622,2504000028,240,20250408,1440,20250101,20250408,7560,120,EA,P,20260406,,,W
